gid,gstart,gend,old_zdb
gene-si:ch211-242e8.1,18340859,18355272,ZDB-GENE-060503-600
gene-si:ch211-245h14.1,41798705,41805486,ZDB-GENE-041014-350
gene-si:ch211-24o8.2,17311881,17314794,ZDB-GENE-141211-45
gene-si:ch211-252f13.5,10196294,10208090,ZDB-GENE-131121-629
gene-si:ch211-253p18.2,23154590,23156271,ZDB-GENE-041001-106
gene-si:ch211-256e16.5,62313455,62315124,ZDB-GENE-131126-25
gene-si:ch211-256m1.8,23897940,23908963,ZDB-GENE-131127-417
gene-si:ch211-257p13.3,16608075,16657856,ZDB-GENE-110914-108
gene-si:ch211-258f14.2,5121754,5144609,ZDB-GENE-070705-151
gene-si:ch211-260c23.1,26162009,26165873,ZDB-GENE-050420-390
gene-si:ch211-261n11.8,24389506,24397195,ZDB-GENE-081105-75
gene-si:ch211-262i10.2,20976885,21030405,ZDB-GENE-091204-138
gene-si:ch211-262i1.2,14807096,14809045,ZDB-LINCRNAG-141216-186
gene-si:ch211-262n1.5,6979037,6981899,ZDB-GENE-091204-377
gene-si:ch211-265o23.1,26701920,26714689,ZDB-GENE-060503-509
gene-si:ch211-266g18.10,16702597,16755897,ZDB-GENE-131127-188
gene-si:ch211-266g18.9,16834163,16860576,ZDB-GENE-131127-382
gene-si:ch211-269c21.2,21641290,21783353,ZDB-GENE-090313-104
gene-si:ch211-269e2.1,36124655,36175080,ZDB-GENE-070912-267
gene-si:ch211-271e10.1,39546109,39558312,ZDB-GENE-060526-145
gene-si:ch211-272h9.3,4722368,4736423,ZDB-GENE-070705-165
gene-si:ch211-274k16.2,6462872,6534209,ZDB-GENE-110411-199
gene-si:ch211-276i12.4,50265617,50295599,ZDB-GENE-141216-218
gene-si:ch211-276k2.2,37448008,37460363,ZDB-GENE-081105-158
gene-si:ch211-277c7.7,28362909,28366225,ZDB-GENE-160114-41
gene-si:ch211-278p9.1,8585761,8609691,ZDB-GENE-081028-46
gene-si:ch211-278p9.2,8611343,8632190,ZDB-GENE-081028-37
gene-si:ch211-278p9.3,8632352,8677208,ZDB-GENE-081028-38
gene-si:ch211-282j17.10,3458142,3469046,ZDB-GENE-041210-283
gene-si:ch211-282j17.11,3472069,3481354,ZDB-GENE-041210-284
gene-si:ch211-282j17.3,3369799,3376083,ZDB-GENE-041210-287
gene-si:ch211-282j17.7,3415178,3425130,ZDB-GENE-041210-289
gene-si:ch211-282j17.8,3434220,3441948,ZDB-GENE-041210-290
gene-si:ch211-283e2.7,31780606,31782393,ZDB-GENE-070912-275
gene-si:ch211-283g2.1,4708906,4765726,ZDB-GENE-060531-57
gene-si:ch211-284e13.11,39080063,39083243,ZDB-GENE-060526-157
gene-si:ch211-284e13.4,38973288,38998291,ZDB-GENE-060526-161
gene-si:ch211-284e13.9,39097119,39104692,ZDB-GENE-060526-164
gene-si:ch211-285c6.1,3144621,3147569,ZDB-GENE-041001-89
gene-si:ch211-285c6.3,3199508,3225535,ZDB-GENE-040724-148
gene-si:ch211-285c6.4,3092759,3099559,ZDB-GENE-041001-97
gene-si:ch211-286b5.6,58760777,58773769,ZDB-GENE-121214-216
gene-si:ch211-286b5.8,58789622,58800410,ZDB-GENE-121214-73
gene-si:ch211-286b5.9,58833284,58840973,ZDB-GENE-121214-63
gene-si:ch211-286o17.1,49962838,49999495,ZDB-GENE-141216-411
gene-si:ch211-36i19.1,28034598,28065445,ZDB-GENE-080212-8
gene-si:ch211-51a6.2,24938208,24977165,ZDB-GENE-090313-118
gene-si:ch211-57b15.2,29393756,29400081,ZDB-GENE-141219-31
gene-si:ch211-59p23.1,55952693,55960190,ZDB-GENE-160113-50
gene-si:ch211-63p21.3,3916089,3925365,ZDB-GENE-160113-18
gene-si:ch211-63p21.4,3942231,3961672,ZDB-GENE-160113-20
gene-si:ch211-63p21.5,3966798,3974881,ZDB-GENE-160113-25
gene-si:ch211-66i15.4,35339944,35347872,ZDB-GENE-090313-121
gene-si:ch211-69l10.2,10773749,10867788,ZDB-LINCRNAG-091204-42
gene-si:ch211-71m22.5,8956594,8983785,ZDB-GENE-130531-65
gene-si:ch211-71n6.4,47843633,47872738,ZDB-GENE-091204-213
gene-si:ch211-74m13.1,57322563,57343891,ZDB-GENE-081104-12
gene-si:ch211-9f20.4,12743425,12798204,ZDB-GENE-061031-1
gene-si:ch73-111k22.3,4299164,4301556,ZDB-GENE-141212-371
gene-si:ch73-122g19.1,28384786,28390985,ZDB-GENE-110411-239
gene-si:ch73-138e16.3,1400944,1407122,ZDB-GENE-070705-202
gene-si:ch73-144d13.4,603467,607797,ZDB-GENE-131120-182
gene-si:ch73-144d13.5,610043,616896,ZDB-GENE-131120-187
gene-si:ch73-144l3.1,4476372,4486319,ZDB-GENE-131119-96
gene-si:ch73-158p21.7,74534612,74544359,ZDB-GENE-161017-32
gene-si:ch73-160i9.1,11601763,11606218,ZDB-GENE-141212-254
gene-si:ch73-160i9.3,11620375,11627583,ZDB-GENE-141212-252
gene-si:ch73-167f10.1,50522001,50525857,ZDB-GENE-131121-334
gene-si:ch73-170d6.4,69281760,69295885,ZDB-GENE-161017-92
gene-si:ch73-171o20.1,12356703,12369094,ZDB-GENE-140106-80
gene-si:ch73-173h19.3,37073940,37094223,ZDB-GENE-081104-245
gene-si:ch73-174h16.5,40444289,40462192,ZDB-GENE-160728-123
gene-si:ch73-181m17.1,40946989,40997723,ZDB-GENE-131122-49
gene-si:ch73-190f9.4,32642218,32656996,ZDB-GENE-131122-94
gene-si:ch73-191k20.4,10400917,10403773,ZDB-LINCRNAG-090313-142
gene-si:ch73-193i22.1,48500582,48533933,ZDB-GENE-121214-266
gene-si:ch73-211l2.1,54104868,54114176,ZDB-GENE-081105-10
gene-si:ch73-213k20.5,7338261,7352005,ZDB-GENE-120727-11
gene-si:ch73-215f7.1,48761956,48803451,ZDB-GENE-141216-478
gene-si:ch73-233c7.1,6548584,6551236,ZDB-GENE-131125-36
gene-si:ch73-234b20.4,5437214,5437666,ZDB-LINCRNAG-090313-145
gene-si:ch73-24k9.2,2990133,3006997,ZDB-GENE-121214-29
gene-si:ch73-261i21.5,34719425,34745008,ZDB-GENE-110411-258
gene-si:ch73-266m14.1,17259432,17262822,ZDB-GENE-141216-83
gene-si:ch73-269m14.3,49384689,49392507,ZDB-GENE-120215-13
gene-si:ch73-269m23.4,48720207,48726377,ZDB-LINCRNAG-110411-208
gene-si:ch73-288o11.4,21870263,21873917,ZDB-GENE-131121-207
gene-si:ch73-290k24.6,49450615,49462507,ZDB-GENE-110411-49
gene-si:ch73-295i22.2,21082460,21094536,ZDB-GENE-141222-38
gene-si:ch73-299h12.8,2970390,2976628,ZDB-GENE-081031-66
gene-si:ch73-2d23.1,11269428,11321818,ZDB-GENE-081104-276
gene-si:ch73-304f21.1,36598358,36607009,ZDB-GENE-131121-162
gene-si:ch73-334d15.4,40380266,40387088,ZDB-GENE-091204-184
gene-si:ch73-335d12.2,3501396,3510296,ZDB-GENE-060503-423
gene-si:ch73-350k19.1,9818157,9826844,ZDB-GENE-141212-184
gene-si:ch73-359m17.5,51266642,51268068,ZDB-GENE-141212-366
gene-si:ch73-359m17.6,51261383,51263916,ZDB-GENE-141212-358
gene-si:ch73-367f21.6,7982243,7989215,ZDB-GENE-120214-31
gene-si:ch73-368j24.10,6106643,6109928,ZDB-GENE-160113-100
gene-si:ch73-368j24.11,6089777,6092612,ZDB-GENE-160113-46
gene-si:ch73-368j24.12,6162538,6163276,ZDB-GENE-160113-38
gene-si:ch73-368j24.3,6103046,6103733,ZDB-GENE-160113-91
gene-si:ch73-368j24.8,6095283,6096777,ZDB-GENE-160113-28
gene-si:ch73-36p18.2,37695215,37696986,ZDB-GENE-131127-56
gene-si:ch73-36p18.4,37701895,37702305,ZDB-GENE-131127-177
gene-si:ch73-380l3.3,40731581,40745455,ZDB-GENE-131121-27
gene-si:ch73-390b10.2,5979123,5999172,ZDB-GENE-110411-241
gene-si:ch73-40a17.4,305686,311281,ZDB-GENE-131127-71
gene-si:ch73-42k18.1,55900961,55907906,ZDB-GENE-141215-12
gene-si:ch73-61d6.3,14945529,14978657,ZDB-GENE-091204-109
gene-si:ch73-62b13.1,16529958,16547649,ZDB-GENE-050420-366
gene-si:ch73-74h11.1,18179062,18202335,ZDB-GENE-091204-215
gene-si:ch73-90p23.1,55458917,55469794,ZDB-GENE-131121-421
gene-si:dkey-103j14.4,26389375,26397397,ZDB-NCRNAG-090313-1
gene-si:dkey-105h11.2,5961002,5989401,ZDB-GENE-091117-34
gene-si:dkey-105i19.5,29482222,29482930,ZDB-LINCRNAG-131121-440
gene-si:dkey-106c17.2,37786642,37795183,ZDB-GENE-060503-612
gene-si:dkey-106n21.1,19117933,19295225,ZDB-GENE-131120-167
gene-si:dkey-108k21.11,37629714,37630168,ZDB-GENE-131127-105
gene-si:dkey-108k21.15,37640110,37640651,ZDB-GENE-131121-80
gene-si:dkey-108k21.19,37622949,37623351,ZDB-GENE-131121-75
gene-si:dkey-108k21.24,37678237,37678647,ZDB-GENE-131121-40
gene-si:dkey-108k21.28,37689388,37689786,ZDB-GENE-131121-158
gene-si:dkey-111e8.4,38944281,38958157,ZDB-GENE-060526-191
gene-si:dkey-112g5.3,9399285,9402578,ZDB-GENE-081028-1
gene-si:dkey-112m2.1,20001620,20225671,ZDB-GENE-091116-15
gene-si:dkey-115f9.3,12339030,12345799,ZDB-LINCRNAG-110914-240
gene-si:dkey-117a8.1,40424099,40427026,ZDB-GENE-131121-256
gene-si:dkey-117j14.8,21279181,21284198,ZDB-GENE-131127-487
gene-si:dkey-117n7.5,16552765,16559192,ZDB-GENE-060503-331
gene-si:dkey-11d18.2,23942368,23944035,ZDB-GENE-081031-5
gene-si:dkey-11f4.20,424759,440303,ZDB-GENE-070912-359
gene-si:dkey-11l22.1,47902475,47919517,ZDB-GENE-120709-7
gene-si:dkey-11o15.4,16703264,16716245,ZDB-GENE-091204-16
gene-si:dkey-121n8.5,44103235,44126081,ZDB-GENE-070912-364
gene-si:dkey-122c11.1,41246888,41257473,ZDB-GENE-060531-74
gene-si:dkey-122c11.2p,20825304,20828602,ZDB-GENEP-041008-30
gene-si:dkey-124l13.1,60708332,60728621,ZDB-GENE-141215-10
gene-si:dkey-13m1.5,14008792,14024342,ZDB-GENE-120411-27
gene-si:dkey-13p1.4,33154695,33161707,ZDB-GENE-131127-57
gene-si:dkey-148a17.6,34900539,34901761,ZDB-GENE-160728-65
gene-si:dkey-14o1.20,17440331,17443794,ZDB-GENE-081105-46
gene-si:dkey-151g22.1,43615702,43662027,ZDB-GENE-041001-115
gene-si:dkey-151p11.2,41311336,41360754,ZDB-GENE-141222-56
gene-si:dkey-152b24.7,51033732,51039412,ZDB-GENE-100921-77
gene-si:dkey-153k10.7,10195061,10198807,ZDB-GENE-041210-75
gene-si:dkey-156k2.1,57787064,57792442,ZDB-GENE-081103-29
gene-si:dkey-160o24.3,8991448,8999712,ZDB-GENE-140106-224
gene-si:dkey-163m14.6,9361228,9381359,ZDB-GENE-120215-50
gene-si:dkey-164n2.1,39082546,39084840,ZDB-GENE-060503-430
gene-si:dkey-165e24.1,36681403,36737847,ZDB-GENE-081103-19
gene-si:dkey-172h23.1,14973249,15066511,ZDB-LINCRNAG-141222-77
gene-si:dkey-172o19.2,20391095,20393628,ZDB-GENE-070424-213
gene-si:dkey-175d9.2,2924095,2939412,ZDB-GENE-131119-97
gene-si:dkey-175m17.6,30339344,30342852,ZDB-GENE-091204-392
gene-si:dkey-17e16.9,26977932,26992440,ZDB-GENE-091118-123
gene-si:dkey-17m8.1,17741271,17773424,ZDB-GENE-110411-225
gene-si:dkey-182i3.10,26000961,26008951,ZDB-GENE-121214-231
gene-si:dkey-183n20.15,28148935,28157185,ZDB-GENE-041001-160
gene-si:dkey-187a12.4,30442310,30458828,ZDB-LINCRNAG-090313-205
gene-si:dkey-187i8.2,7660181,7714125,ZDB-GENE-121214-181
gene-si:dkey-187j14.1,2826625,2829929,ZDB-GENE-131122-28
gene-si:dkey-188g12.1,32675549,32721181,ZDB-GENE-070705-332
gene-si:dkey-188k17.2,34870796,34875281,ZDB-GENE-050420-375
gene-si:dkey-188k17.3,34877801,34880928,ZDB-GENE-131120-53
gene-si:dkey-191c17.2,35212703,35217275,ZDB-GENE-081104-344
gene-si:dkey-192d15.3,3340149,3347976,ZDB-GENE-040724-245
gene-si:dkey-192l18.10,1198501,1200131,ZDB-LINCRNAG-120709-107
gene-si:dkey-195m11.11,41840599,41858517,ZDB-GENE-131127-648
gene-si:dkey-1d7.3,19804298,19844961,ZDB-GENE-091118-46
gene-si:dkey-201g16.1,38102468,38110949,ZDB-GENE-120703-40
gene-si:dkey-201i24.3,3586084,3591020,ZDB-GENE-141216-307
gene-si:dkey-202g17.3,10243736,10260577,ZDB-GENE-131127-371
gene-si:dkey-202l22.4,35581192,35584568,ZDB-GENE-131120-36
gene-si:dkey-204a24.11,8747183,8763129,ZDB-GENE-120215-129
gene-si:dkey-204f11.3,32965506,32966224,ZDB-GENE-040724-190
gene-si:dkey-207j16.5,11316646,11320090,ZDB-GENE-041210-335
gene-si:dkey-20j1.2,27395401,27478229,ZDB-GENE-120215-123
gene-si:dkey-211g8.1,11628327,11637435,ZDB-GENE-060503-436
gene-si:dkey-211g8.9,11727478,11728513,ZDB-GENE-120215-191
gene-si:dkey-219c10.4,39851771,39869808,ZDB-GENE-081105-151
gene-si:dkey-21e2.7,18901062,18904677,ZDB-GENE-050208-378
gene-si:dkey-21e2.8,18915193,18920428,ZDB-GENE-050208-459
gene-si:dkey-21p1.3,16602919,16649716,ZDB-GENE-081105-162
gene-si:dkey-222h21.10,61496067,61504841,ZDB-GENE-081031-22
gene-si:dkey-222h21.11,61469279,61474696,ZDB-GENE-081031-32
gene-si:dkey-222h21.4,61587449,61594613,ZDB-GENE-081031-28
gene-si:dkey-222h21.5,61578898,61587491,ZDB-GENE-081031-19
gene-si:dkey-222h21.9,61504921,61516232,ZDB-GENE-081031-10
gene-si:dkey-222o15.2,35295848,35298080,ZDB-LINCRNAG-110914-116
gene-si:dkey-225f23.4,21571397,21600643,ZDB-GENE-070705-386
gene-si:dkey-22h13.1,39575922,39583504,ZDB-GENE-120703-28
gene-si:dkey-22h13.5,39849473,39861014,ZDB-LINCRNAG-120709-23
gene-si:dkey-22h13.6,39862729,39868395,ZDB-LINCRNAG-120709-65
gene-si:dkey-22i16.7,47204254,47207462,ZDB-GENE-090313-259
gene-si:dkey-22l11.6,10463711,10471951,ZDB-GENE-041210-251
gene-si:dkey-22n8.3,50291355,50298771,ZDB-GENE-110914-188
gene-si:dkey-22p6.2,11071561,11073232,ZDB-GENE-070912-455
gene-si:dkey-230p4.1,13050819,13099510,ZDB-GENE-081104-380
gene-si:dkey-234i14.3,39933888,39939952,ZDB-GENE-131121-422
gene-si:dkey-236e20.1,15024064,15027532,ZDB-GENE-060503-533
gene-si:dkey-237i9.1,24083564,24149762,ZDB-GENE-060503-441
gene-si:dkey-237m9.1,66558050,66566418,ZDB-GENE-131118-30
gene-si:dkey-238d18.3,40539326,40543174,ZDB-GENE-131127-38
gene-si:dkey-238d18.5,40598866,40629634,ZDB-GENE-131121-374
gene-si:dkey-239b22.2,41000426,41026354,ZDB-GENE-131120-8
gene-si:dkey-239j18.3,18228691,18231907,ZDB-GENE-121214-39
gene-si:dkey-23a13.16,5693576,5694588,ZDB-GENE-160113-83
gene-si:dkey-23a13.17,5697391,5698104,ZDB-GENE-160113-52
gene-si:dkey-23a13.20,5708283,5709080,ZDB-GENE-160113-109
gene-si:dkey-23a13.6,5640945,5641639,ZDB-GENE-160113-107
gene-si:dkey-23a13.7,5642332,5642875,ZDB-GENE-160113-88
gene-si:dkey-23a13.8,5643542,5646595,ZDB-GENE-160113-110
gene-si:dkey-23a23.2,32169618,32179960,ZDB-GENE-060503-158
gene-si:dkey-23c22.9,24354810,24375547,ZDB-GENE-081105-36
gene-si:dkey-23f21.1,28187694,28192481,ZDB-GENE-070912-469
gene-si:dkey-23f9.12,11801614,11804452,ZDB-GENE-141216-30
gene-si:dkey-23f9.9,11781070,11784170,ZDB-GENE-141216-41
gene-si:dkey-23k10.2,39002832,39021830,ZDB-GENE-131122-52
gene-si:dkey-23o4.6,42511803,42523535,ZDB-GENE-100922-3
gene-si:dkey-241l7.2,57540575,57541909,ZDB-GENE-041014-240
gene-si:dkey-241l7.3,57534007,57535174,ZDB-GENE-041014-239
gene-si:dkey-241l7.4,57530788,57531956,ZDB-GENE-041014-238
gene-si:dkey-241l7.5,57524133,57525298,ZDB-GENE-041014-237
gene-si:dkey-242h9.4,20495721,20497430,ZDB-GENE-060503-442
gene-si:dkey-245m3.1,2052875,2057025,ZDB-GENE-070705-412
gene-si:dkey-245n4.2,43881554,44196266,ZDB-GENE-141216-258
gene-si:dkey-246e3.4,49587701,49588833,ZDB-GENE-130531-58
gene-si:dkey-246i21.1,32120172,32191949,ZDB-GENE-090313-271
gene-si:dkey-246j7.1,6763901,6769548,ZDB-GENE-050419-230
gene-si:dkey-247m21.3,21547220,21622555,ZDB-GENE-091204-249
gene-si:dkey-248f6.3,14976255,14981503,ZDB-GENE-091112-6
gene-si:dkey-249p7.4,15192403,15197454,ZDB-GENE-121214-270
gene-si:dkey-250k15.10,11953293,12003483,ZDB-GENE-100921-41
gene-si:dkey-250k15.7,12004031,12086785,ZDB-GENE-100921-33
gene-si:dkey-253d23.2,9476515,9526823,ZDB-GENE-050208-410
gene-si:dkey-25c4.1,8983945,9021004,ZDB-LINCRNAG-070912-479
gene-si:dkey-260c8.6,36627257,36629806,ZDB-GENE-120215-121
gene-si:dkey-261m9.13,37719301,37719612,ZDB-GENE-131127-154
gene-si:dkey-261m9.17,37723616,37723961,ZDB-GENE-131127-169
gene-si:dkey-261m9.19,37720356,37722201,ZDB-GENE-131121-76
gene-si:dkey-261m9.7,37708315,37710240,ZDB-GENE-131127-50
gene-si:dkey-261m9.8,37710633,37711894,ZDB-GENE-131127-42
gene-si:dkey-262g12.3,69962147,69977813,ZDB-GENE-060503-255
gene-si:dkey-265c15.9,9919084,9922369,ZDB-GENE-081028-10
gene-si:dkey-267n13.1,45456438,45460895,ZDB-GENE-141211-35
gene-si:dkey-269i1.4,18469901,18472412,ZDB-GENE-121214-37
gene-si:dkey-26g8.4,18490920,18496446,ZDB-GENE-121214-36
gene-si:dkey-26m3.3,61149811,61317326,ZDB-GENE-070705-445
gene-si:dkey-283b15.2,5861980,5885348,ZDB-GENE-100921-93
gene-si:dkey-284p5.3,35301695,35310291,ZDB-GENE-060503-352
gene-si:dkey-287g12.6,28289282,28291320,ZDB-GENE-130603-36
gene-si:dkey-28d5.10,4621294,4624280,ZDB-GENE-060503-353
gene-si:dkey-28d5.12,4645455,4648297,ZDB-GENE-060503-541
gene-si:dkey-28d5.14,4662149,4666064,ZDB-GENE-060503-730
gene-si:dkey-28d5.15,4562733,4572500,ZDB-GENE-160113-26
gene-si:dkey-28d5.3,4500478,4521985,ZDB-GENE-060503-919
gene-si:dkey-28d5.8,4585069,4594128,ZDB-GENE-060503-354
gene-si:dkey-28n18.7,42938824,42964332,ZDB-GENE-131127-220
gene-si:dkey-29b11.3,44450574,44453233,ZDB-GENE-100922-178
gene-si:dkey-29j8.1,65075318,65091791,ZDB-GENE-110913-11
gene-si:dkey-31b16.11,27498258,27502922,ZDB-GENE-090312-71
gene-si:dkey-32n7.7,4656270,4707182,ZDB-GENE-121214-179
gene-si:dkey-33c12.12,9643253,9662838,ZDB-GENE-081028-30
gene-si:dkey-33c14.3,352410,354367,ZDB-LINCRNAG-131121-627
gene-si:dkey-33c14.7,501800,502427,ZDB-GENE-131127-528
gene-si:dkey-33m11.7,3648013,3668187,ZDB-GENE-141216-115
gene-si:dkey-33m11.8,3664439,3672700,ZDB-GENE-141215-49
gene-si:dkey-34d22.1,38585432,38634912,ZDB-GENE-131121-338
gene-si:dkey-34e4.1,34155982,34228884,ZDB-GENE-070705-456
gene-si:dkey-34o23.3,48772950,48777875,ZDB-GENE-120214-13
gene-si:dkey-37g12.1,45107704,45175375,ZDB-GENE-090312-145
gene-si:dkey-37m8.11,39038030,39041275,ZDB-GENE-120214-18
gene-si:dkey-38l22.2,18707467,18718791,ZDB-GENE-141216-433
gene-si:dkey-40h20.1,26401623,26404984,ZDB-GENE-091113-44
gene-si:dkey-40i22.5,30660968,30664152,ZDB-GENE-070912-535
gene-si:dkey-40j3.3,53489780,53497645,ZDB-GENE-110913-109
gene-si:dkey-42l23.5,40457522,40459664,ZDB-GENE-131121-596
gene-si:dkey-42l23.7,40438457,40441237,ZDB-GENE-131121-326
gene-si:dkey-46i9.3,79578759,79579639,ZDB-GENE-141222-101
gene-si:dkey-4m13.3,22746735,22752351,ZDB-GENE-120709-50
gene-si:dkey-4p15.5,22134566,22143441,ZDB-GENE-121214-193
gene-si:dkey-51d8.1,63308005,63339217,ZDB-GENE-081103-14
gene-si:dkey-51d8.11,63262772,63270849,ZDB-LINCRNAG-110914-82
gene-si:dkey-54h16.1,53922479,53952317,ZDB-LINCRNAG-131121-383
gene-si:dkey-57a22.14,23612812,23613907,ZDB-GENE-081104-426
gene-si:dkey-57a22.15,23618593,23621330,ZDB-GENE-081104-427
gene-si:dkey-58f10.12,39576702,39582963,ZDB-GENE-060526-314
gene-si:dkey-58f10.6,39647840,39655133,ZDB-GENE-060526-320
gene-si:dkey-59l11.10,41409595,41423401,ZDB-GENE-120703-17
gene-si:dkey-59l11.7,41600396,41603315,ZDB-GENE-060503-643
gene-si:dkey-61o18.2,39965872,39978271,ZDB-LINCRNAG-131127-321
gene-si:dkey-61p9.9,76097011,76106601,ZDB-GENE-041210-240
gene-si:dkey-63j12.4,9917639,9927445,ZDB-GENE-040724-17
gene-si:dkey-65b12.12,42677907,42689269,ZDB-GENE-060526-325
gene-si:dkey-65b13.8,36426200,36430705,ZDB-GENE-041014-336
gene-si:dkey-69c1.1,15704713,15714731,ZDB-GENE-040724-48
gene-si:dkey-6a5.3,13569727,13573162,ZDB-GENE-041210-128
gene-si:dkey-6f10.5,35533309,35537892,ZDB-GENE-130531-32
gene-si:dkey-6n21.13,26089309,26093313,ZDB-GENE-160728-54
gene-si:dkey-72l14.3,27871122,27878694,ZDB-GENE-060526-332
gene-si:dkey-72l17.5,48390762,48440714,ZDB-GENE-070424-250
gene-si:dkey-73n8.3,22342680,22350187,ZDB-GENE-141219-27
gene-si:dkey-74k8.4,25416971,25425584,ZDB-GENE-141219-40
gene-si:dkey-78a14.4,38456494,38472652,ZDB-GENE-110408-8
gene-si:dkey-78l4.1,19046647,19050440,ZDB-GENE-060503-82
gene-si:dkey-78l4.12,19369962,19370556,ZDB-GENE-060503-364
gene-si:dkey-78l4.2,19137715,19140341,ZDB-GENE-060503-647
gene-si:dkey-78l4.7,19327439,19331433,ZDB-GENE-060503-176
gene-si:dkey-80c24.1,17126820,17134003,ZDB-GENE-061207-69
gene-si:dkey-81n2.1,4711245,4713816,ZDB-GENE-070705-492
gene-si:dkey-81n2.2,4695649,4698830,ZDB-GENE-070705-493
gene-si:dkey-81p22.11,39215181,39383485,ZDB-GENE-061207-78
gene-si:dkey-83f18.10,4246608,4248779,ZDB-GENE-070705-495
gene-si:dkey-83f18.11,4222773,4226991,ZDB-GENE-070705-496
gene-si:dkey-83f18.2,4381587,4383810,ZDB-GENE-070705-501
gene-si:dkey-83f18.3,4371983,4376844,ZDB-GENE-070705-502
gene-si:dkey-83f18.4,4306521,4309488,ZDB-GENE-070705-503
gene-si:dkey-83f18.5,4365536,4369007,ZDB-GENE-070705-504
gene-si:dkey-83f18.7,4295081,4299989,ZDB-GENE-070705-506
gene-si:dkey-83f18.8,4276056,4277692,ZDB-GENE-070705-507
gene-si:dkey-83f18.9,4261426,4269486,ZDB-GENE-070705-508
gene-si:dkey-83k24.5,10491693,10498425,ZDB-GENE-081104-440
gene-si:dkey-84k15.7,48520234,48525109,ZDB-GENE-131127-461
gene-si:dkey-84o3.7,5287321,5301487,ZDB-GENE-091113-30
gene-si:dkey-88n24.11,3609172,3612397,ZDB-GENE-160113-7
gene-si:dkey-88n24.5,3588000,3592469,ZDB-GENE-041014-85
gene-si:dkey-88n24.6,3574567,3578070,ZDB-GENE-041014-88
gene-si:dkey-88n24.7,3565867,3567676,ZDB-GENE-041014-91
gene-si:dkey-88n24.8,3548788,3563805,ZDB-GENE-041014-92
gene-si:dkey-88n24.9,3532501,3544365,ZDB-GENE-041014-86
gene-si:dkey-90a24.1,25273671,25276650,ZDB-GENE-060526-347
gene-si:dkey-90l23.1,8455884,8457916,ZDB-GENE-030131-5242
gene-si:dkey-90l23.2,8449046,8452048,ZDB-GENE-041008-200
gene-si:dkey-90l8.3,62593869,62605749,ZDB-GENE-081105-149
gene-si:dkey-92k1.9,26790527,26792073,ZDB-GENE-081031-102
gene-si:dkey-93h22.4,47302189,47311995,ZDB-GENE-141212-130
gene-si:dkey-93m18.3,7457937,7460651,ZDB-GENE-091204-346
gene-si:dkey-95h12.1,10099258,10116073,ZDB-GENE-060503-85
gene-si:dkey-96f10.1,14214871,14324746,ZDB-GENE-090312-154
gene-si:dkey-96n2.3,9953217,9959072,ZDB-GENE-091204-118
gene-si:dkey-9i23.4,48017087,48030385,ZDB-GENE-090313-363
gene-si:dkey-9i23.5,48040717,48043426,ZDB-GENE-090313-364
gene-si:dkey-9p24.5,30272223,30277518,ZDB-GENE-090313-371
gene-si:dkeyp-104f11.6,62353890,62367223,ZDB-GENE-130531-1
gene-si:dkeyp-110c7.4,37969061,37974725,ZDB-GENE-070705-532
gene-si:dkeyp-123a12.2,41922985,41952464,ZDB-GENE-041210-271
gene-si:dkeyp-20e4.8,26014179,26015419,ZDB-GENE-050208-356
gene-si:dkeyp-2e4.2,48439529,48443596,ZDB-GENE-030131-9307
gene-si:dkeyp-2e4.5,48427053,48430378,ZDB-GENE-061009-49
gene-si:dkeyp-2e4.7,48431234,48433508,ZDB-GENE-061009-51
gene-si:dkeyp-30d6.2,66948942,66999192,ZDB-GENE-141222-83
gene-si:dkeyp-44b5.2,37287182,37292904,ZDB-LINCRNAG-120709-6
gene-si:dkeyp-46h3.3,29994340,29996774,ZDB-GENE-060503-748
gene-si:dkeyp-4c4.1,39103639,39141553,ZDB-GENE-081104-4
gene-si:dkeyp-4c7.3,41697659,41750110,ZDB-GENE-090313-388
gene-si:dkeyp-50b9.1,14043797,14070058,ZDB-GENE-131127-254
gene-si:dkeyp-51b9.3,3708840,3711574,ZDB-GENE-081104-469
gene-si:dkeyp-53d3.5,1578413,1584315,ZDB-GENE-050208-485
gene-si:dkeyp-57d7.4,10650178,10652187,ZDB-GENE-141216-425
gene-si:dkeyp-67f1.2,48838171,48866427,ZDB-GENE-050809-90
gene-si:dkeyp-69b9.6,13976626,13984302,ZDB-GENE-100922-227
gene-si:dkeyp-73a2.2,7418522,7428282,ZDB-LINCRNAG-090313-390
gene-si:dkeyp-77c4.1,63579324,63626140,ZDB-GENE-081103-36
gene-si:dkeyp-81f3.4,14202232,14202862,ZDB-GENE-160113-129
gene-si:dkeyp-86b9.5,28890625,28900570,ZDB-LINCRNAG-131121-109
gene-si:dkeyp-97e7.9,27459765,27472886,ZDB-GENE-131121-398
gene-si:dkeyp-98a7.7,26468900,26470175,ZDB-GENE-050208-520
gene-si:rp71-17i16.5,23259865,23269394,ZDB-GENE-090312-117
gene-si:rp71-1f1.4,25871877,25872683,ZDB-GENE-040724-93
gene-si:rp71-1f1.5,25880025,25886245,ZDB-GENE-040724-62
gene-si:rp71-1l17.1,45695855,45702081,ZDB-GENE-041210-106
gene-si:rp71-39b20.4,27825725,27835759,ZDB-GENE-070912-704
gene-si:rp71-45g20.11,29440193,29444752,ZDB-GENE-070912-708
